Task ID,Job Name,Start Time,Period,Execution Time,Deadline Time,Priority,Finish Time,Least Finish Time,Time Budget,Idle Task Time,Smart Machine ID,Task Completion Status,Total Number of Tasks for Smart Machine X,Utilization Capacity of Smart Machine (%),Total Workload Capacity Required for Smart Machine X
Task 181,Job 1,14,10,3,10,0,17,24,7,3,2,1,181,214,6
Task 182,Job 0,4,9,2,9,1,6,13,7,2,1,0,182,216,15
Task 182,Job 1,9,10,3,11,0,12,20,8,3,4,2,182,216,8
Task 183,Job 0,10,8,1,6,0,11,16,5,1,4,2,183,217,10
Task 183,Job 1,15,8,3,12,0,18,27,9,3,3,2,183,217,7
Task 184,Job 0,4,9,3,11,1,7,15,8,3,4,1,184,218,2
Task 184,Job 1,9,7,4,10,0,13,19,6,4,4,1,184,218,13
Task 185,Job 0,8,9,2,9,1,10,17,7,2,3,2,185,218,20
Task 185,Job 1,13,6,4,6,0,17,19,2,4,2,2,185,218,18
Task 186,Job 0,1,7,1,6,0,2,7,5,1,1,0,186,219,5
Task 186,Job 1,6,5,1,9,1,7,15,8,1,3,1,186,219,9
Task 187,Job 0,2,10,4,9,0,6,11,5,4,3,1,187,221,14
Task 187,Job 1,7,7,4,12,0,11,19,8,4,2,2,187,221,7
Task 188,Job 0,9,4,3,9,0,12,18,6,3,3,2,188,221,19
Task 188,Job 1,14,5,3,9,0,17,23,6,3,4,1,188,221,20
Task 189,Job 0,4,5,2,6,0,6,10,4,2,2,1,189,223,4
Task 189,Job 1,9,4,4,6,0,13,15,2,4,4,1,189,223,3
Task 190,Job 0,9,6,1,8,1,10,17,7,1,3,2,190,223,10
Task 190,Job 1,14,5,1,9,1,15,23,8,1,3,0,190,223,19
Task 191,Job 0,4,5,1,11,0,5,15,10,1,1,0,191,224,18
Task 191,Job 1,9,7,3,9,1,12,18,6,3,1,1,191,224,15
Task 192,Job 0,1,8,3,6,1,4,7,3,3,3,0,192,226,12
Task 192,Job 1,6,8,2,8,0,8,14,6,2,1,1,192,226,20
Task 193,Job 0,10,5,3,10,1,13,20,7,3,2,2,193,226,10
Task 193,Job 1,15,6,2,6,1,17,21,4,2,4,1,193,226,9
Task 194,Job 0,10,10,2,12,0,12,22,10,2,2,2,194,227,4
Task 194,Job 1,15,6,2,7,0,17,22,5,2,1,0,194,227,10
Task 195,Job 0,6,4,1,8,0,7,14,7,1,4,1,195,229,12
Task 195,Job 1,11,7,4,11,0,15,22,7,4,2,1,195,229,15
Task 196,Job 0,9,8,2,7,0,11,16,5,2,2,0,196,229,12
Task 196,Job 1,14,6,3,6,1,17,20,3,3,3,1,196,229,2
Task 197,Job 0,7,6,1,7,0,8,14,6,1,3,2,197,231,6
Task 197,Job 1,12,8,4,8,0,16,20,4,4,3,1,197,231,20
Task 198,Job 0,7,5,3,6,1,10,13,3,3,4,1,198,231,8
Task 198,Job 1,12,6,1,8,1,13,20,7,1,4,1,198,231,7
Task 199,Job 0,7,5,4,8,0,11,15,4,4,2,2,199,232,3
Task 199,Job 1,12,5,3,10,0,15,22,7,3,2,1,199,232,19
Task 200,Job 0,4,4,3,7,1,7,11,4,3,1,1,200,234,13
Task 200,Job 1,9,4,2,12,1,11,21,10,2,1,2,200,234,11
Task 201,Job 0,1,9,4,6,0,5,7,2,4,4,2,201,235,4
Task 201,Job 1,6,8,1,7,1,7,13,6,1,3,0,201,235,12
Task 202,Job 0,2,10,4,11,0,6,13,7,4,4,2,202,235,17
Task 202,Job 1,7,4,1,12,0,8,19,11,1,4,2,202,235,5
Task 203,Job 0,3,6,4,7,1,7,10,3,4,2,2,203,236,17
Task 203,Job 1,8,6,3,7,1,11,15,4,3,1,0,203,236,17
Task 204,Job 0,8,6,4,9,1,12,17,5,4,3,2,204,237,18
Task 204,Job 1,13,9,3,6,1,16,19,3,3,3,2,204,237,5
Task 205,Job 0,3,5,4,6,0,7,9,2,4,3,2,205,238,10
Task 205,Job 1,8,4,4,9,0,12,17,5,4,3,2,205,238,18
Task 206,Job 0,2,7,3,12,0,5,14,9,3,1,0,206,240,6
Task 206,Job 1,7,5,2,12,0,9,19,10,2,1,2,206,240,4
Task 207,Job 0,4,10,4,7,0,8,11,3,4,2,2,207,241,18
Task 207,Job 1,9,6,2,7,0,11,16,5,2,3,1,207,241,2
Task 208,Job 0,6,7,4,11,0,10,17,7,4,3,2,208,241,19
Task 208,Job 1,11,6,2,7,1,13,18,5,2,3,2,208,241,3
Task 209,Job 0,3,10,3,12,0,6,15,9,3,1,0,209,242,5
Task 209,Job 1,8,9,3,9,0,11,17,6,3,4,1,209,242,8
Task 210,Job 0,3,5,3,7,0,6,10,4,3,3,1,210,244,20
Task 210,Job 1,8,5,4,12,0,12,20,8,4,1,2,210,244,13
Task 211,Job 0,2,4,3,7,0,5,9,4,3,4,2,211,244,8
Task 211,Job 1,7,6,4,7,1,11,14,3,4,3,0,211,244,8
Task 212,Job 0,5,9,3,8,1,8,13,5,3,1,0,212,246,10
Task 212,Job 1,10,6,2,10,1,12,20,8,2,2,1,212,246,16
Task 213,Job 0,4,5,3,11,0,7,15,8,3,3,1,213,247,14
Task 213,Job 1,9,6,3,12,0,12,21,9,3,3,1,213,247,11
Task 214,Job 0,10,6,4,11,0,14,21,7,4,4,0,214,247,19
Task 214,Job 1,15,8,4,9,0,19,24,5,4,4,1,214,247,10
Task 215,Job 0,8,6,4,10,0,12,18,6,4,2,0,215,248,17
Task 215,Job 1,13,9,4,6,0,17,19,2,4,3,2,215,248,11
Task 216,Job 0,6,5,2,12,0,8,18,10,2,3,2,216,249,12
Task 216,Job 1,11,9,4,10,0,15,21,6,4,1,0,216,249,7
Task 217,Job 0,2,6,3,10,0,5,12,7,3,1,1,217,251,12
Task 217,Job 1,7,6,1,10,1,8,17,9,1,2,1,217,251,6
Task 218,Job 0,2,5,4,10,0,6,12,6,4,3,1,218,251,4
Task 218,Job 1,7,6,1,6,0,8,13,5,1,1,0,218,251,20
Task 219,Job 0,9,8,3,11,0,12,20,8,3,4,0,219,252,6
Task 219,Job 1,14,10,2,12,1,16,26,10,2,1,1,219,252,18
Task 220,Job 0,7,9,1,7,0,8,14,6,1,3,2,220,254,14
Task 220,Job 1,12,10,1,9,0,13,21,8,1,1,1,220,254,4
Task 221,Job 0,2,8,4,12,0,6,14,8,4,3,2,221,255,18
Task 221,Job 1,7,10,1,10,0,8,17,9,1,1,1,221,255,13
Task 222,Job 0,7,5,3,12,0,10,19,9,3,2,2,222,256,15
Task 222,Job 1,12,7,3,10,0,15,22,7,3,3,0,222,256,10
Task 223,Job 0,2,10,2,8,0,4,10,6,2,4,1,223,256,13
Task 223,Job 1,7,8,1,7,1,8,14,6,1,2,0,223,256,8
Task 224,Job 0,10,4,1,6,0,11,16,5,1,4,2,224,258,3
Task 224,Job 1,15,10,2,6,0,17,21,4,2,2,1,224,258,4
Task 225,Job 0,3,5,3,11,1,6,14,8,3,1,1,225,258,8
Task 225,Job 1,8,7,2,9,0,10,17,7,2,3,0,225,258,9
Task 226,Job 0,6,7,2,12,0,8,18,10,2,2,2,226,260,4
Task 226,Job 1,11,7,2,10,0,13,21,8,2,4,2,226,260,14
Task 227,Job 0,10,6,3,10,0,13,20,7,3,4,1,227,260,8
Task 227,Job 1,15,10,3,11,0,18,26,8,3,1,1,227,260,10
Task 228,Job 0,7,10,2,6,1,9,13,4,2,3,1,228,261,7
Task 228,Job 1,12,8,3,9,1,15,21,6,3,4,0,228,261,11
Task 229,Job 0,8,7,2,8,1,10,16,6,2,2,1,229,263,17
Task 229,Job 1,13,7,2,9,0,15,22,7,2,3,1,229,263,19
Task 230,Job 0,9,7,4,12,1,13,21,8,4,1,2,230,263,8
Task 230,Job 1,14,5,3,10,0,17,24,7,3,2,0,230,263,8
Task 231,Job 0,9,6,4,8,0,13,17,4,4,2,2,231,264,19
Task 231,Job 1,14,9,4,6,1,18,20,2,4,1,1,231,264,5
Task 232,Job 0,8,6,3,8,0,11,16,5,3,1,0,232,265,18
Task 232,Job 1,13,5,2,9,0,15,22,7,2,4,1,232,265,2
Task 233,Job 0,3,9,3,6,0,6,9,3,3,2,0,233,267,5
Task 233,Job 1,8,5,3,7,0,11,15,4,3,3,1,233,267,4
Task 234,Job 0,8,8,4,6,0,12,14,2,4,1,0,234,267,20
Task 234,Job 1,13,8,2,8,0,15,21,6,2,3,0,234,267,18
Task 235,Job 0,4,4,3,6,1,7,10,3,3,4,0,235,268,4
Task 235,Job 1,9,8,2,12,1,11,21,10,2,2,1,235,268,5
Task 236,Job 0,9,8,4,6,0,13,15,2,4,4,1,236,270,13
Task 236,Job 1,14,9,4,7,0,18,21,3,4,4,1,236,270,13
Task 237,Job 0,9,5,1,9,0,10,18,8,1,4,1,237,270,9
Task 237,Job 1,14,5,2,7,0,16,21,5,2,3,0,237,270,4
Task 238,Job 0,4,7,2,6,0,6,10,4,2,2,1,238,271,7
Task 238,Job 1,9,6,1,9,0,10,18,8,1,1,1,238,271,12
Task 239,Job 0,2,4,2,11,0,4,13,9,2,2,1,239,273,13
Task 239,Job 1,7,10,1,10,1,8,17,9,1,1,0,239,273,2
Task 240,Job 0,7,10,3,9,1,10,16,6,3,1,0,240,274,6
Task 240,Job 1,12,4,3,8,0,15,20,5,3,2,2,240,274,12
Task 241,Job 0,1,7,3,7,1,4,8,4,3,4,1,241,274,13
Task 241,Job 1,6,8,1,10,0,7,16,9,1,3,2,241,274,15
Task 242,Job 0,10,6,4,7,1,14,17,3,4,1,2,242,275,16
Task 242,Job 1,15,7,4,12,1,19,27,8,4,1,1,242,275,8
Task 243,Job 0,6,6,1,6,0,7,12,5,1,4,2,243,276,13
Task 243,Job 1,11,9,2,10,0,13,21,8,2,1,1,243,276,10
Task 244,Job 0,2,5,4,11,0,6,13,7,4,1,0,244,277,10
Task 244,Job 1,7,9,3,7,0,10,14,4,3,1,2,244,277,8
Task 245,Job 0,4,9,1,6,1,5,10,5,1,2,1,245,278,8
Task 245,Job 1,9,9,3,9,0,12,18,6,3,1,2,245,278,20
Task 246,Job 0,3,5,4,7,0,7,10,3,4,2,0,246,279,15
Task 246,Job 1,8,4,3,11,0,11,19,8,3,1,2,246,279,12
Task 247,Job 0,1,7,1,10,0,2,11,9,1,4,2,247,280,10
Task 247,Job 1,6,7,2,10,0,8,16,8,2,4,2,247,280,6
Task 248,Job 0,6,10,4,8,0,10,14,4,4,3,0,248,281,18
Task 248,Job 1,11,7,4,6,1,15,17,2,4,3,1,248,281,18
Task 249,Job 0,7,6,4,11,1,11,18,7,4,2,2,249,282,19
Task 249,Job 1,12,9,1,6,0,13,18,5,1,2,0,249,282,17
Task 250,Job 0,7,6,4,8,1,11,15,4,4,3,1,250,283,7
Task 250,Job 1,12,5,2,12,1,14,24,10,2,1,0,250,283,11
Task 251,Job 0,10,7,2,6,1,12,16,4,2,3,1,251,284,9
Task 251,Job 1,15,8,4,12,1,19,27,8,4,4,0,251,284,15
Task 252,Job 0,6,5,2,10,0,8,16,8,2,1,0,252,285,19
Task 252,Job 1,11,8,4,6,0,15,17,2,4,2,1,252,285,4
Task 253,Job 0,6,4,1,8,0,7,14,7,1,3,1,253,287,12
Task 253,Job 1,11,5,4,9,0,15,20,5,4,1,1,253,287,5
Task 254,Job 0,9,8,2,11,1,11,20,9,2,2,2,254,287,10
Task 254,Job 1,14,10,2,8,0,16,22,6,2,3,0,254,287,3
Task 255,Job 0,1,9,3,10,0,4,11,7,3,2,0,255,289,9
Task 255,Job 1,6,8,3,9,0,9,15,6,3,3,1,255,289,17
Task 256,Job 0,3,8,2,7,1,5,10,5,2,1,1,256,289,4
Task 256,Job 1,8,8,3,9,0,11,17,6,3,2,0,256,289,9
Task 257,Job 0,3,7,3,7,0,6,10,4,3,4,2,257,290,13
Task 257,Job 1,8,7,2,11,0,10,19,9,2,4,0,257,290,4
Task 258,Job 0,4,8,1,12,0,5,16,11,1,1,0,258,292,5
Task 258,Job 1,9,6,1,11,0,10,20,10,1,3,2,258,292,15
Task 259,Job 0,9,6,3,11,0,12,20,8,3,1,0,259,292,9
Task 259,Job 1,14,7,1,11,1,15,25,10,1,4,2,259,292,3
Task 260,Job 0,7,10,3,9,0,10,16,6,3,4,1,260,293,7
Task 260,Job 1,12,8,1,6,0,13,18,5,1,2,0,260,293,6
Task 261,Job 0,3,9,2,11,1,5,14,9,2,3,2,261,295,10
Task 261,Job 1,8,8,3,6,0,11,14,3,3,1,0,261,295,18
Task 262,Job 0,5,6,1,6,0,6,11,5,1,1,0,262,296,13
Task 262,Job 1,10,6,3,9,1,13,19,6,3,3,0,262,296,5
Task 263,Job 0,3,10,3,10,1,6,13,7,3,2,0,263,296,15
Task 263,Job 1,8,5,2,7,0,10,15,5,2,4,2,263,296,11
Task 264,Job 0,10,8,4,10,0,14,20,6,4,3,0,264,298,12
Task 264,Job 1,15,9,1,7,1,16,22,6,1,1,1,264,298,5
Task 265,Job 0,8,7,4,6,0,12,14,2,4,4,0,265,299,19
Task 265,Job 1,13,10,3,9,0,16,22,6,3,4,2,265,299,6
Task 266,Job 0,1,9,1,12,0,2,13,11,1,1,2,266,300,17
Task 266,Job 1,6,8,1,10,0,7,16,9,1,1,1,266,300,16
Task 267,Job 0,9,5,4,10,0,13,19,6,4,4,2,267,300,19
Task 267,Job 1,14,7,1,10,1,15,24,9,1,2,2,267,300,18
Task 268,Job 0,3,8,2,9,0,5,12,7,2,4,1,268,302,6
Task 268,Job 1,8,4,4,11,0,12,19,7,4,4,0,268,302,9
Task 269,Job 0,5,5,1,9,1,6,14,8,1,3,0,269,303,13
Task 269,Job 1,10,4,1,9,0,11,19,8,1,2,0,269,303,8
Task 270,Job 0,3,9,1,8,0,4,11,7,1,4,2,270,303,3
Task 270,Job 1,8,10,1,11,0,9,19,10,1,3,0,270,303,18
Task 271,Job 0,6,5,1,10,0,7,16,9,1,1,1,271,304,7
Task 271,Job 1,11,9,4,11,1,15,22,7,4,4,0,271,304,19
Task 272,Job 0,10,6,1,6,1,11,16,5,1,2,0,272,305,2
Task 272,Job 1,15,7,2,11,0,17,26,9,2,4,0,272,305,5
Task 273,Job 0,10,4,2,12,0,12,22,10,2,1,0,273,306,4
Task 273,Job 1,15,10,1,6,0,16,21,5,1,3,1,273,306,16
Task 274,Job 0,1,10,2,11,0,3,12,9,2,2,0,274,308,13
Task 274,Job 1,6,8,4,7,1,10,13,3,4,2,0,274,308,11
Task 275,Job 0,5,5,2,11,1,7,16,9,2,1,0,275,308,8
Task 275,Job 1,10,5,4,7,0,14,17,3,4,4,0,275,308,8
Task 276,Job 0,10,10,1,8,0,11,18,7,1,4,1,276,310,5
Task 276,Job 1,15,6,4,8,0,19,23,4,4,1,2,276,310,12
Task 277,Job 0,9,9,3,8,1,12,17,5,3,4,0,277,311,6
Task 277,Job 1,14,7,2,12,1,16,26,10,2,1,0,277,311,12
Task 278,Job 0,1,6,3,8,0,4,9,5,3,2,2,278,311,20
Task 278,Job 1,6,10,3,11,0,9,17,8,3,1,1,278,311,6
Task 279,Job 0,2,7,3,12,0,5,14,9,3,4,1,279,312,5
Task 279,Job 1,7,5,2,9,0,9,16,7,2,3,0,279,312,20
Task 280,Job 0,9,10,2,9,1,11,18,7,2,1,0,280,313,15
Task 280,Job 1,14,4,1,9,0,15,23,8,1,1,1,280,313,12
Task 281,Job 0,9,4,3,12,1,12,21,9,3,2,0,281,314,9
Task 281,Job 1,14,7,1,6,0,15,20,5,1,2,2,281,314,8
Task 282,Job 0,6,5,1,9,0,7,15,8,1,3,0,282,316,9
Task 282,Job 1,11,6,3,6,0,14,17,3,3,1,0,282,316,13
Task 283,Job 0,7,7,1,7,0,8,14,6,1,2,1,283,316,18
Task 283,Job 1,12,10,3,6,0,15,18,3,3,2,2,283,316,12
Task 284,Job 0,5,6,2,11,0,7,16,9,2,3,1,284,317,17
Task 284,Job 1,10,10,3,9,0,13,19,6,3,2,2,284,317,2
Task 285,Job 0,8,6,4,7,1,12,15,3,4,3,1,285,319,13
Task 285,Job 1,13,6,3,6,0,16,19,3,3,1,2,285,319,5
Task 286,Job 0,2,6,3,7,0,5,9,4,3,1,2,286,320,9
Task 286,Job 1,7,7,3,11,0,10,18,8,3,3,1,286,320,14
Task 287,Job 0,4,9,2,7,0,6,11,5,2,1,1,287,321,5
Task 287,Job 1,9,6,4,9,0,13,18,5,4,4,0,287,321,15
Task 288,Job 0,9,5,1,9,0,10,18,8,1,1,1,288,322,13
Task 288,Job 1,14,6,4,9,0,18,23,5,4,3,1,288,322,8
Task 289,Job 0,5,9,1,7,0,6,12,6,1,1,1,289,322,4
Task 289,Job 1,10,4,4,11,1,14,21,7,4,4,1,289,322,11
Task 290,Job 0,3,10,3,6,0,6,9,3,3,2,2,290,324,3
Task 290,Job 1,8,9,4,12,0,12,20,8,4,4,2,290,324,6
Task 291,Job 0,8,7,4,6,0,12,14,2,4,4,2,291,324,11
Task 291,Job 1,13,4,3,11,1,16,24,8,3,2,2,291,324,15
Task 292,Job 0,6,9,4,12,0,10,18,8,4,2,1,292,326,18
Task 292,Job 1,11,8,3,9,0,14,20,6,3,4,1,292,326,12
Task 293,Job 0,10,9,4,9,0,14,19,5,4,4,2,293,327,20
Task 293,Job 1,15,10,4,8,1,19,23,4,4,2,0,293,327,5
Task 294,Job 0,1,4,2,8,0,3,9,6,2,1,0,294,328,3
Task 294,Job 1,6,8,4,9,0,10,15,5,4,3,1,294,328,3
Task 295,Job 0,10,7,4,6,0,14,16,2,4,2,0,295,329,7
Task 295,Job 1,15,4,2,7,0,17,22,5,2,4,0,295,329,13
Task 296,Job 0,2,9,4,7,0,6,9,3,4,1,0,296,329,10
Task 296,Job 1,7,6,2,7,0,9,14,5,2,4,2,296,329,7
Task 297,Job 0,6,10,3,9,1,9,15,6,3,4,1,297,331,19
Task 297,Job 1,11,8,1,12,1,12,23,11,1,2,0,297,331,5
Task 298,Job 0,3,9,4,11,1,7,14,7,4,1,0,298,332,14
Task 298,Job 1,8,9,3,6,0,11,14,3,3,3,0,298,332,10
Task 299,Job 0,3,5,3,9,0,6,12,6,3,3,2,299,332,14
Task 299,Job 1,8,10,2,7,0,10,15,5,2,3,0,299,332,14
Task 300,Job 0,2,7,2,12,0,4,14,10,2,2,0,300,333,19
Task 300,Job 1,7,10,1,12,0,8,19,11,1,4,0,300,333,8
Task 301,Job 0,10,6,1,7,0,11,17,6,1,1,1,301,334,10
Task 301,Job 1,15,6,4,12,0,19,27,8,4,1,0,301,334,7
Task 302,Job 0,7,8,2,11,0,9,18,9,2,1,1,302,335,3
Task 302,Job 1,12,6,2,9,1,14,21,7,2,3,0,302,335,18
Task 303,Job 0,9,6,4,12,0,13,21,8,4,1,0,303,336,12
Task 303,Job 1,14,4,3,8,0,17,22,5,3,1,2,303,336,12
Task 304,Job 0,6,5,4,11,0,10,17,7,4,3,1,304,338,9
Task 304,Job 1,11,9,2,8,0,13,19,6,2,2,2,304,338,6
Task 305,Job 0,8,10,1,6,1,9,14,5,1,2,1,305,338,7
Task 305,Job 1,13,8,4,7,0,17,20,3,4,1,2,305,338,12
Task 306,Job 0,8,7,4,9,0,12,17,5,4,4,1,306,340,10
Task 306,Job 1,13,10,2,7,0,15,20,5,2,2,1,306,340,9
Task 307,Job 0,1,8,1,10,0,2,11,9,1,2,2,307,341,19
Task 307,Job 1,6,7,4,7,1,10,13,3,4,2,2,307,341,20
Task 308,Job 0,4,9,2,10,0,6,14,8,2,2,1,308,342,6
Task 308,Job 1,9,5,2,6,0,11,15,4,2,4,0,308,342,11
Task 309,Job 0,2,5,1,10,1,3,12,9,1,3,2,309,342,19
Task 309,Job 1,7,4,4,6,0,11,13,2,4,2,1,309,342,14
Task 310,Job 0,8,7,1,9,1,9,17,8,1,4,1,310,344,19
Task 310,Job 1,13,4,2,7,1,15,20,5,2,1,2,310,344,4
Task 311,Job 0,8,8,4,11,0,12,19,7,4,3,2,311,345,17
Task 311,Job 1,13,5,1,12,0,14,25,11,1,1,2,311,345,19
Task 312,Job 0,1,7,3,8,0,4,9,5,3,3,1,312,346,7
Task 312,Job 1,6,8,4,7,0,10,13,3,4,1,0,312,346,5
Task 313,Job 0,9,7,2,7,0,11,16,5,2,2,2,313,346,11
Task 313,Job 1,14,5,4,10,0,18,24,6,4,3,1,313,346,17
Task 314,Job 0,8,8,3,8,0,11,16,5,3,3,0,314,347,10
Task 314,Job 1,13,4,1,10,0,14,23,9,1,1,2,314,347,17
Task 315,Job 0,3,9,1,6,0,4,9,5,1,2,2,315,349,3
Task 315,Job 1,8,5,2,9,0,10,17,7,2,3,2,315,349,13
Task 316,Job 0,2,8,4,6,1,6,8,2,4,2,2,316,350,19
Task 316,Job 1,7,10,4,10,0,11,17,6,4,3,2,316,350,7
Task 317,Job 0,5,10,3,11,0,8,16,8,3,1,2,317,350,9
Task 317,Job 1,10,7,4,10,1,14,20,6,4,4,2,317,350,6
Task 318,Job 0,8,9,3,6,1,11,14,3,3,3,2,318,352,12
Task 318,Job 1,13,8,3,12,0,16,25,9,3,3,1,318,352,16
Task 319,Job 0,7,9,2,11,0,9,18,9,2,3,0,319,352,11
Task 319,Job 1,12,5,2,9,0,14,21,7,2,4,2,319,352,3
Task 320,Job 0,9,5,3,6,0,12,15,3,3,1,0,320,353,16
Task 320,Job 1,14,7,4,7,1,18,21,3,4,3,1,320,353,18
Task 321,Job 0,8,6,3,8,1,11,16,5,3,1,1,321,354,18
Task 321,Job 1,13,6,1,6,0,14,19,5,1,4,1,321,354,12
Task 322,Job 0,4,7,2,8,0,6,12,6,2,4,1,322,356,16
Task 322,Job 1,9,6,2,10,0,11,19,8,2,3,0,322,356,5
Task 323,Job 0,4,6,2,11,0,6,15,9,2,3,2,323,357,6
Task 323,Job 1,9,6,4,6,0,13,15,2,4,4,0,323,357,4
Task 324,Job 0,7,9,3,7,1,10,14,4,3,4,0,324,358,12
Task 324,Job 1,12,9,2,9,0,14,21,7,2,1,0,324,358,12
Task 325,Job 0,4,5,4,9,1,8,13,5,4,4,2,325,359,6
Task 325,Job 1,9,8,3,11,0,12,20,8,3,1,2,325,359,17
Task 326,Job 0,1,10,1,8,0,2,9,7,1,1,1,326,360,17
Task 326,Job 1,6,7,2,7,0,8,13,5,2,1,1,326,360,19
Task 327,Job 0,6,5,1,12,1,7,18,11,1,3,2,327,361,7
Task 327,Job 1,11,5,2,9,0,13,20,7,2,2,0,327,361,18
Task 328,Job 0,1,10,4,8,1,5,9,4,4,3,2,328,362,5
Task 328,Job 1,6,8,2,8,0,8,14,6,2,1,1,328,362,10
Task 329,Job 0,1,5,4,9,0,5,10,5,4,3,2,329,363,3
Task 329,Job 1,6,9,4,12,0,10,18,8,4,3,2,329,363,4
Task 330,Job 0,10,5,1,11,1,11,21,10,1,3,1,330,363,12
Task 330,Job 1,15,7,1,11,0,16,26,10,1,1,0,330,363,7
Task 331,Job 0,6,10,1,10,0,7,16,9,1,2,1,331,365,15
Task 331,Job 1,11,7,4,9,1,15,20,5,4,4,1,331,365,16
Task 332,Job 0,7,6,4,7,0,11,14,3,4,4,0,332,365,12
Task 332,Job 1,12,5,1,7,0,13,19,6,1,1,2,332,365,19
Task 333,Job 0,8,4,1,9,0,9,17,8,1,3,1,333,366,4
Task 333,Job 1,13,4,3,7,0,16,20,4,3,3,2,333,366,6
Task 334,Job 0,9,10,1,7,0,10,16,6,1,4,2,334,367,9
Task 334,Job 1,14,9,3,12,0,17,26,9,3,3,2,334,367,19
Task 335,Job 0,9,10,2,12,0,11,21,10,2,3,0,335,369,6
Task 335,Job 1,14,4,1,11,0,15,25,10,1,3,0,335,369,11
Task 336,Job 0,7,10,1,12,0,8,19,11,1,1,0,336,370,19
Task 336,Job 1,12,6,2,10,1,14,22,8,2,1,1,336,370,18
Task 337,Job 0,1,5,2,10,0,3,11,8,2,2,0,337,370,8
Task 337,Job 1,6,10,1,7,0,7,13,6,1,3,1,337,370,16
Task 338,Job 0,3,7,4,10,0,7,13,6,4,3,2,338,372,10
Task 338,Job 1,8,10,1,7,1,9,15,6,1,3,2,338,372,19
Task 339,Job 0,7,7,2,12,0,9,19,10,2,4,0,339,372,10
Task 339,Job 1,12,6,2,9,0,14,21,7,2,3,2,339,372,8
Task 340,Job 0,9,6,1,10,1,10,19,9,1,2,0,340,373,5
Task 340,Job 1,14,5,1,12,0,15,26,11,1,4,2,340,373,2
Task 341,Job 0,5,5,3,10,0,8,15,7,3,2,1,341,374,6
Task 341,Job 1,10,6,1,8,1,11,18,7,1,3,0,341,374,7
Task 342,Job 0,3,10,3,8,0,6,11,5,3,1,2,342,376,5
Task 342,Job 1,8,6,4,7,0,12,15,3,4,4,1,342,376,19
Task 343,Job 0,3,8,4,12,0,7,15,8,4,1,2,343,377,16
Task 343,Job 1,8,8,3,7,1,11,15,4,3,1,1,343,377,5
Task 344,Job 0,5,6,3,8,0,8,13,5,3,3,1,344,378,8
Task 344,Job 1,10,9,3,11,0,13,21,8,3,4,1,344,378,2
Task 345,Job 0,2,10,3,8,1,5,10,5,3,3,0,345,378,14
Task 345,Job 1,7,6,2,6,0,9,13,4,2,3,1,345,378,20
Task 346,Job 0,7,5,3,7,0,10,14,4,3,1,1,346,380,8
Task 346,Job 1,12,7,4,6,0,16,18,2,4,4,1,346,380,19
Task 347,Job 0,8,6,2,7,0,10,15,5,2,3,2,347,381,12
Task 347,Job 1,13,4,2,11,0,15,24,9,2,4,1,347,381,10
Task 348,Job 0,5,6,4,10,1,9,15,6,4,4,2,348,381,3
Task 348,Job 1,10,6,4,8,0,14,18,4,4,4,0,348,381,5
Task 349,Job 0,2,6,2,7,0,4,9,5,2,1,0,349,383,8
Task 349,Job 1,7,7,4,12,1,11,19,8,4,3,1,349,383,7
Task 350,Job 0,2,7,3,9,0,5,11,6,3,3,1,350,383,14
Task 350,Job 1,7,7,4,7,1,11,14,3,4,4,2,350,383,11
Task 351,Job 0,2,6,3,12,0,5,14,9,3,4,1,351,384,2
Task 351,Job 1,7,8,1,11,0,8,18,10,1,1,0,351,384,9
Task 352,Job 0,1,5,2,11,0,3,12,9,2,2,2,352,385,16
Task 352,Job 1,6,6,3,9,0,9,15,6,3,4,2,352,385,10
Task 353,Job 0,10,4,3,10,0,13,20,7,3,4,1,353,387,12
Task 353,Job 1,15,5,1,11,0,16,26,10,1,2,1,353,387,17
Task 354,Job 0,10,5,1,7,0,11,17,6,1,4,0,354,388,10
Task 354,Job 1,15,7,4,6,0,19,21,2,4,2,1,354,388,14
Task 355,Job 0,5,7,4,6,0,9,11,2,4,1,0,355,388,13
Task 355,Job 1,10,10,1,9,1,11,19,8,1,2,1,355,388,8
Task 356,Job 0,10,9,3,6,1,13,16,3,3,3,1,356,390,18
Task 356,Job 1,15,5,3,6,0,18,21,3,3,1,0,356,390,8
Task 357,Job 0,7,9,4,7,0,11,14,3,4,4,0,357,391,17
Task 357,Job 1,12,7,4,7,0,16,19,3,4,3,1,357,391,8
Task 358,Job 0,1,10,3,12,0,4,13,9,3,1,1,358,392,13
Task 358,Job 1,6,8,3,12,0,9,18,9,3,3,2,358,392,11
Task 359,Job 0,5,8,2,12,0,7,17,10,2,1,2,359,393,18
Task 359,Job 1,10,7,4,7,0,14,17,3,4,2,0,359,393,20
Task 360,Job 0,5,10,4,7,0,9,12,3,4,2,1,360,393,17
Task 360,Job 1,10,5,4,9,0,14,19,5,4,4,1,360,393,6
Task 361,Job 0,3,5,4,6,0,7,9,2,4,4,1,361,394,19
Task 361,Job 1,8,8,4,6,1,12,14,2,4,3,2,361,394,19
Task 362,Job 0,8,10,4,10,0,12,18,6,4,4,1,362,395,3
Task 362,Job 1,13,9,1,12,1,14,25,11,1,3,0,362,395,9
Task 363,Job 0,3,5,1,7,0,4,10,6,1,3,2,363,397,17
