Task ID,Temperature,Humidity
Task 1070,12.651,74.654
Task 1071,15.906,65.293
Task 1072,7.17,65.09
Task 1073,14.849,64.841
Task 1074,8.763,59.503
Task 1075,18.36,59.942
Task 1076,9.1,64.921
Task 1077,16.559,72.576
Task 1078,14.262,77.928
Task 1079,18.634,69.594
Task 1080,11.405,60.732
Task 1081,15.131,77.011
Task 1082,18.186,80.315
Task 1083,9.109,69.471
Task 1084,11.481,65.508
Task 1085,16.964,75.577
Task 1086,10.007,67.867
Task 1087,18.799,75.028
Task 1088,9.336,76.608
Task 1089,16.328,70.098
Task 1090,18.451,70.993
Task 1091,12.017,60.041
Task 1092,11.803,61.162
Task 1093,15.367,61.81
Task 1094,8.835,67.281
Task 1095,11.157,67.028
Task 1096,14.357,59.033
Task 1097,18.387,81.174
Task 1098,9.099,73.546
Task 1099,9.694,73.298
Task 1100,11.076,65.231
Task 1101,10.582,74.805
Task 1102,17.601,62.185
Task 1103,13.684,66.656
Task 1104,15.739,58.436
Task 1105,18.085,70.204
Task 1106,7.683,61.506
Task 1107,18.029,72.924
Task 1108,9.787,61.261
Task 1109,16.516,74.069
Task 1110,17.502,66.461
Task 1111,15.722,58.186
Task 1112,9.753,71.884
Task 1113,17.073,63.831
Task 1114,15.883,70.83
Task 1115,14.511,78.427
Task 1116,18.89,77.72
Task 1117,13.185,69.615
Task 1118,16.686,58.862
Task 1119,15.957,66.654
Task 1120,16.624,60.271
Task 1121,13.202,77.613
Task 1122,9.79,68.849
Task 1123,15.045,78.321
Task 1124,14.136,64.802
Task 1125,7.173,76.772
Task 1126,17.257,68.528
Task 1127,16.006,63.12
Task 1128,9.74,81.206
Task 1129,7.339,68.006
Task 1130,17.307,74.359
Task 1131,8.693,73.507
Task 1132,14.178,76.911
Task 1133,18.469,77.34
Task 1134,8.537,74.748
Task 1135,10.003,58.396
Task 1136,17.823,62.528
Task 1137,8.527,72.949
Task 1138,18.897,67.792
Task 1139,14.983,60.467
Task 1140,12.978,62.411
Task 1141,8.064,66.596
Task 1142,16.049,70.845
Task 1143,8.386,69.862
Task 1144,12.018,67.88
Task 1145,14.182,59.271
Task 1146,18.523,73.758
Task 1147,11.191,63.208
Task 1148,13.908,66.911
Task 1149,8.226,64.569
Task 1150,14.283,65.621
Task 1151,7.648,72.637
Task 1152,9.024,59.83
Task 1153,9.993,59.763
Task 1154,10.448,81.418
Task 1155,18.154,63.969
Task 1156,14.1,76.534
Task 1157,11.27,62.467
Task 1158,18.617,58.456
Task 1159,7.402,80.179
Task 1160,8.736,64.176
Task 1161,13.875,69.008
Task 1162,9.889,59.366
Task 1163,8.23,63.102
Task 1164,12.575,59.54
Task 1165,8.711,69.817
Task 1166,18.228,81.93
Task 1167,14.844,73.875
Task 1168,10.512,74.139
Task 1169,18.776,59.291
Task 1170,14.362,60.06
Task 1171,8.894,59.948
Task 1172,17.794,81.573
Task 1173,15.507,81.341
Task 1174,17.18,62.759
Task 1175,8.5,75.533
Task 1176,14.06,79.753
Task 1177,17.791,80.88
Task 1178,15.351,58.049
Task 1179,8.211,65.168
Task 1180,17.611,80.829
Task 1181,8.953,65.515
Task 1182,15.281,79.548
Task 1183,18.884,58.359
Task 1184,17.718,58.651
Task 1185,11.022,60.555
Task 1186,17.607,60.794
Task 1187,10.309,63.461
Task 1188,8.791,72.802
Task 1189,10.279,77.75
Task 1190,17.657,60.602
Task 1191,11.603,66.218
Task 1192,15.576,80.101
Task 1193,12.84,61.019
Task 1194,7.458,59.421
Task 1195,17.736,65.734
Task 1196,10.2,63.462
Task 1197,14.96,74.762
Task 1198,10.532,76.862
Task 1199,11.155,62.862
Task 1200,8.904,77.904
Task 1201,7.328,60.419
Task 1202,13.091,73.786
Task 1203,10.66,67.411
Task 1204,9.834,80.904
Task 1205,7.644,58.764
Task 1206,13.994,70.889
Task 1207,12.437,59.296
Task 1208,11.585,78.848
Task 1209,11.551,76.087
Task 1210,17.713,71.129
Task 1211,17.603,68.982
Task 1212,11.605,72.564
Task 1213,7.573,66.899
Task 1214,13.248,79.885
Task 1215,13.073,78.55
Task 1216,11.847,64.111
Task 1217,15.176,61.265
Task 1218,7.265,73.522
Task 1219,8.111,60.666
Task 1220,8.511,60.528
Task 1221,13.239,77.431
Task 1222,17.606,60.189
Task 1223,16.302,74.878
Task 1224,18.736,59.865
Task 1225,17.637,66.938
Task 1226,16.107,69.169
Task 1227,9.861,74.04
Task 1228,14.775,58.879
Task 1229,15.564,68.82
Task 1230,8.105,61.887
Task 1231,10.791,59.062
Task 1232,7.063,76.197
Task 1233,9.076,80.76
Task 1234,9.814,80.499
Task 1235,15.621,73.896
Task 1236,15.617,70.66
Task 1237,16.59,78.596
Task 1238,15.737,72.496
Task 1239,10.825,76.687
Task 1240,15.994,63.871
Task 1241,16.935,76.272
Task 1242,15.241,68.223
Task 1243,8.982,81.716
Task 1244,14.499,79.711
Task 1245,8.546,67.879
Task 1246,13.636,79.563
Task 1247,17.695,58.623
Task 1248,14.84,60.242
Task 1249,18.438,63.113
Task 1250,15.47,71.568
Task 1251,18.676,74.721
Task 1252,11.203,79.971
Task 1253,13.663,59.334
Task 1254,16.188,81.165
Task 1255,14.061,81.891
Task 1256,13.078,79.776
Task 1257,7.012,58.796
Task 1258,12.58,61.453
Task 1259,8.16,70.807
Task 1260,18.491,70.474
Task 1261,15.383,64.168
Task 1262,7.315,58.542
Task 1263,10.053,61.195
Task 1264,16.165,79.636
Task 1265,12.135,77.721
Task 1266,16.297,77.243
Task 1267,10.361,77.74
Task 1268,18.578,80.561
Task 1269,9.434,59.09
Task 1270,8.254,64.488
Task 1271,8.324,66.631
Task 1272,14.931,70.119
Task 1273,13.775,72.953
Task 1274,10.202,63.21
Task 1275,12.819,61.111
Task 1276,7.505,62.058
Task 1277,8.413,74.707
Task 1278,10.1,76.921
Task 1279,13.719,70.075
Task 1280,16.933,78.107
Task 1281,15.183,75.806
Task 1282,17.025,77.281
Task 1283,17.932,63.515
Task 1284,11.397,79.532
Task 1285,14.129,81.239
Task 1286,11.131,77.303
Task 1287,13.114,59.901
Task 1288,15.716,72.755
Task 1289,16.593,61.057
Task 1290,15.432,76.003
Task 1291,13.265,79.288
Task 1292,12.403,71.996
Task 1293,9.439,59.735
Task 1294,17.881,63.368
Task 1295,8.451,62.168
Task 1296,17.931,70.509
Task 1297,11.444,66.005
Task 1298,13.713,58.499
Task 1299,12.657,63.313
Task 1300,8.213,64.171
Task 1301,10.121,81.329
Task 1302,8.259,66.363
Task 1303,8.414,73.481
Task 1304,10.042,62.708
Task 1305,12.573,67.06
Task 1306,11.26,59.38
Task 1307,18.48,71.217
Task 1308,13.584,78.333
Task 1309,10.944,75.096
Task 1310,18.543,67.311
Task 1311,16.346,70.348
Task 1312,12.617,61.916
Task 1313,16.907,80.031
Task 1314,10.107,62.265
Task 1315,14.678,78.761
Task 1316,12.518,77.821
Task 1317,12.955,75.261
Task 1318,11.84,81.327
Task 1319,14.753,72.747
Task 1320,13.226,74.155
Task 1321,11.021,59.432
Task 1322,7.041,77.696
Task 1323,13.938,80.631
Task 1324,15.664,80.177
Task 1325,11.342,58.926
Task 1326,13.388,76.689
Task 1327,11.225,80.998
Task 1328,10.0,79.735
Task 1329,9.509,80.031
Task 1330,15.161,70.914
Task 1331,10.606,69.571
Task 1332,15.578,74.302
Task 1333,16.246,65.851
Task 1334,11.352,78.113
Task 1335,17.192,68.084
Task 1336,13.56,68.366
Task 1337,14.061,64.59
Task 1338,9.436,77.185
Task 1339,14.324,65.476
Task 1340,17.293,81.597
Task 1341,18.38,60.023
Task 1342,9.371,79.515
Task 1343,17.12,65.734
Task 1344,17.839,69.193
Task 1345,18.069,68.557
Task 1346,13.548,76.289
Task 1347,16.186,69.519
Task 1348,10.439,75.631
Task 1349,14.985,70.336
Task 1350,10.404,67.95
Task 1351,16.931,74.164
Task 1352,15.122,70.283
Task 1353,18.69,71.251
Task 1354,10.275,74.227
Task 1355,17.221,68.929
Task 1356,17.26,75.59
Task 1357,12.499,63.299
Task 1358,8.075,59.208
Task 1359,9.495,79.579
Task 1360,14.947,74.931
Task 1361,13.158,59.871
Task 1362,11.413,79.236
Task 1363,11.67,58.377
Task 1364,9.714,63.358
Task 1365,7.842,78.696
Task 1366,8.982,66.245
Task 1367,11.324,59.073
Task 1368,18.009,62.372
Task 1369,8.066,63.762
Task 1370,11.961,81.802
Task 1371,11.158,59.138
Task 1372,13.854,78.069
Task 1373,18.83,76.882
Task 1374,12.4,62.491
Task 1375,10.513,72.319
Task 1376,9.949,73.283
Task 1377,12.179,58.063
Task 1378,17.471,72.392
Task 1379,16.555,67.245
Task 1380,16.289,71.484
Task 1381,8.73,68.935
Task 1382,18.576,62.558
Task 1383,12.553,68.244
Task 1384,10.447,62.825
Task 1385,15.712,76.346
Task 1386,10.793,65.258
Task 1387,8.43,79.655
Task 1388,18.112,80.8
Task 1389,15.516,74.956
Task 1390,12.849,62.984
Task 1391,8.794,66.55
Task 1392,7.92,58.973
Task 1393,13.224,59.51
Task 1394,11.864,65.381
Task 1395,14.554,66.045
Task 1396,17.15,60.409
Task 1397,8.761,60.233
Task 1398,16.605,70.903
Task 1399,15.726,70.819
Task 1400,7.883,75.067
Task 1401,14.837,70.801
Task 1402,12.365,70.898
Task 1403,11.213,79.404
Task 1404,7.191,62.278
Task 1405,14.199,79.421
Task 1406,13.948,73.492
Task 1407,13.216,67.916
Task 1408,16.523,71.313
Task 1409,12.53,69.59
Task 1410,7.745,68.275
Task 1411,16.635,58.914
Task 1412,12.885,70.838
Task 1413,15.014,74.446
Task 1414,16.59,73.313
Task 1415,17.88,64.336
Task 1416,17.317,64.211
Task 1417,11.635,60.467
Task 1418,14.807,69.336
Task 1419,15.362,64.143
Task 1420,8.384,66.625
Task 1421,7.86,77.423
Task 1422,11.126,72.605
Task 1423,15.931,64.553
Task 1424,10.966,64.12
Task 1425,15.162,69.554
Task 1426,12.1,60.331
Task 1427,16.017,59.363
Task 1428,17.171,63.397
Task 1429,10.11,62.339
Task 1430,14.567,62.074
Task 1431,8.601,59.608
Task 1432,18.247,79.922
Task 1433,14.29,70.78
Task 1434,18.03,70.479
Task 1435,11.221,68.583
Task 1436,10.882,68.724
Task 1437,11.181,71.958
Task 1438,9.108,67.556
Task 1439,7.554,65.576
Task 1440,9.115,79.427
Task 1441,17.908,63.124
Task 1442,18.764,59.326
Task 1443,9.889,63.021
Task 1444,13.065,69.623
Task 1445,11.833,79.878
Task 1446,12.637,66.282
Task 1447,14.368,81.874
Task 1448,12.517,70.83
Task 1449,11.573,74.58
Task 1450,16.169,71.22
Task 1451,15.275,79.157
Task 1452,9.45,58.638
Task 1453,11.824,77.321
Task 1454,11.5,58.885
Task 1455,18.037,80.485
Task 1456,12.249,67.899
Task 1457,9.29,68.561
Task 1458,14.673,68.742
Task 1459,8.637,70.016
Task 1460,9.087,60.546
Task 1461,13.956,68.125
Task 1462,16.111,76.274
Task 1463,11.494,75.202
Task 1464,16.664,73.131
Task 1465,11.851,62.755
Task 1466,9.064,77.524
Task 1467,18.919,58.586
Task 1468,16.608,80.953
Task 1469,17.027,64.938
Task 1470,10.226,69.898
Task 1471,13.102,68.577
Task 1472,7.222,79.997
Task 1473,13.74,66.448
Task 1474,13.238,77.025
Task 1475,14.805,77.913
Task 1476,17.688,70.765
Task 1477,18.919,79.74
Task 1478,15.975,80.416
Task 1479,9.526,58.652
Task 1480,11.021,72.785
Task 1481,8.712,62.724
Task 1482,11.699,60.372
Task 1483,10.277,69.58
Task 1484,12.456,65.875
Task 1485,7.195,65.991
Task 1486,17.927,69.144
Task 1487,17.323,67.441
Task 1488,12.179,77.602
Task 1489,18.932,79.815
Task 1490,7.543,63.867
Task 1491,16.75,71.724
Task 1492,18.467,72.246
Task 1493,13.534,60.188
Task 1494,8.373,70.964
Task 1495,16.725,63.69
Task 1496,7.913,70.605
Task 1497,14.209,59.641
Task 1498,15.755,81.977
Task 1499,11.158,65.103
Task 1500,18.43,63.14
Task 1501,17.011,61.345
Task 1502,10.618,69.508
Task 1503,12.943,62.644
Task 1504,16.97,64.786
Task 1505,18.65,81.526
Task 1506,11.21,59.246
Task 1507,9.21,77.101
Task 1508,8.077,73.007
Task 1509,11.583,58.964
Task 1510,14.258,63.732
Task 1511,13.571,63.834
Task 1512,14.786,72.396
Task 1513,15.061,76.36
Task 1514,16.853,76.097
Task 1515,13.508,68.517
Task 1516,10.068,66.888
Task 1517,8.047,70.346
Task 1518,11.814,80.279
Task 1519,14.448,65.031
Task 1520,10.695,65.171
Task 1521,18.622,81.718
Task 1522,17.19,71.516
Task 1523,17.357,67.506
Task 1524,14.075,59.906
Task 1525,9.323,62.08
Task 1526,14.947,78.065
Task 1527,9.476,70.441
Task 1528,14.042,74.246
Task 1529,13.775,76.381
Task 1530,10.344,64.32
Task 1531,16.141,59.185
Task 1532,17.184,62.217
Task 1533,12.556,65.168
Task 1534,17.829,78.582
Task 1535,17.837,66.587
Task 1536,7.374,76.213
Task 1537,15.304,71.626
Task 1538,8.203,79.765
Task 1539,16.291,75.657
Task 1540,18.426,77.3
Task 1541,9.514,77.226
Task 1542,18.949,69.058
Task 1543,15.336,60.16
Task 1544,11.204,61.491
Task 1545,15.337,80.615
Task 1546,9.511,68.18
Task 1547,18.272,70.89
Task 1548,17.663,67.779
Task 1549,17.121,65.982
Task 1550,15.45,79.343
Task 1551,9.555,69.51
Task 1552,11.332,80.576
Task 1553,15.079,73.774
Task 1554,15.979,76.479
Task 1555,13.298,74.724
Task 1556,10.671,72.854
Task 1557,9.35,76.329
Task 1558,14.378,80.891
Task 1559,17.312,61.289
Task 1560,8.707,62.296
Task 1561,15.629,74.147
Task 1562,7.731,78.912
Task 1563,9.745,69.012
Task 1564,17.27,74.369
Task 1565,11.392,78.304
Task 1566,12.153,80.631
Task 1567,8.303,67.309
Task 1568,11.242,63.587
Task 1569,12.258,59.236
Task 1570,9.623,70.69
Task 1571,11.806,79.98
Task 1572,10.009,59.103
Task 1573,13.636,81.466
Task 1574,8.076,64.517
Task 1575,13.67,61.629
Task 1576,9.43,78.258
Task 1577,15.979,61.942
Task 1578,11.925,70.755
Task 1579,12.661,59.156
Task 1580,14.544,72.053
Task 1581,14.308,64.552
Task 1582,14.516,79.879
Task 1583,16.304,76.781
Task 1584,12.985,80.505
Task 1585,16.429,76.845
Task 1586,15.09,79.924
Task 1587,16.256,61.609
Task 1588,14.907,76.614
Task 1589,11.575,64.563
Task 1590,17.849,72.417
Task 1591,12.438,75.218
Task 1592,12.945,65.36
Task 1593,8.992,60.149
Task 1594,14.241,68.189
Task 1595,9.11,69.804
Task 1596,10.413,72.914
Task 1597,8.263,64.982
Task 1598,18.041,65.262
Task 1599,12.459,67.463
Task 1600,13.135,74.583
Task 1601,14.969,78.451
Task 1602,18.613,69.639
Task 1603,7.894,58.127
Task 1604,14.635,61.102
Task 1605,9.155,72.45
Task 1606,12.062,79.679
Task 1607,10.425,63.563
Task 1608,16.872,60.507
Task 1609,16.549,71.046
Task 1610,15.56,70.19
Task 1611,11.837,78.264
Task 1612,14.121,60.68
Task 1613,11.498,64.373
Task 1614,10.493,70.406
Task 1615,10.035,64.312
Task 1616,17.931,74.629
Task 1617,14.994,76.513
Task 1618,18.715,76.528
Task 1619,9.468,63.568
Task 1620,18.312,72.198
Task 1621,15.639,77.646
Task 1622,15.137,80.413
Task 1623,11.26,81.63
Task 1624,8.938,62.383
Task 1625,18.697,72.603
Task 1626,17.153,73.186
Task 1627,7.29,77.335
Task 1628,17.259,69.046
Task 1629,10.931,69.352
Task 1630,18.328,77.794
Task 1631,7.618,63.853
Task 1632,12.886,64.714
Task 1633,18.793,71.335
Task 1634,15.8,62.511
Task 1635,14.249,63.916
Task 1636,16.741,68.552
Task 1637,9.687,71.587
Task 1638,13.89,71.925
Task 1639,8.428,72.445
Task 1640,9.984,76.624
Task 1641,17.299,81.306
Task 1642,15.187,73.638
Task 1643,11.965,62.761
Task 1644,15.279,62.309
Task 1645,8.082,76.057
Task 1646,13.225,78.328
Task 1647,7.659,70.364
Task 1648,18.652,76.984
Task 1649,15.468,63.239
Task 1650,13.655,63.871
Task 1651,16.516,67.942
Task 1652,15.118,77.459
Task 1653,10.52,63.896
Task 1654,13.773,75.397
Task 1655,18.369,68.438
Task 1656,17.89,63.656
Task 1657,18.123,81.027
Task 1658,7.894,61.478
Task 1659,17.357,62.814
Task 1660,12.949,59.62
Task 1661,7.484,80.292
Task 1662,17.195,70.122
Task 1663,16.128,68.909
Task 1664,16.874,67.043
Task 1665,9.382,62.51
Task 1666,16.802,60.446
Task 1667,17.518,65.434
Task 1668,8.021,60.217
Task 1669,18.663,76.601
Task 1670,8.148,61.902
Task 1671,17.593,74.238
Task 1672,10.333,77.611
Task 1673,8.68,81.168
Task 1674,7.808,62.395
Task 1675,8.242,70.868
Task 1676,16.715,80.763
Task 1677,17.196,67.488
Task 1678,7.23,64.109
Task 1679,10.508,71.169
Task 1680,8.26,79.147
Task 1681,16.097,66.833
Task 1682,8.959,78.284
Task 1683,17.815,66.046
Task 1684,9.512,65.661
Task 1685,11.169,72.258
Task 1686,9.847,76.435
Task 1687,11.527,69.54
Task 1688,10.622,75.126
Task 1689,14.285,78.793
Task 1690,12.748,62.769
Task 1691,13.759,65.261
Task 1692,11.207,69.182
Task 1693,7.599,76.805
Task 1694,18.519,65.089
Task 1695,16.506,65.824
Task 1696,11.723,64.692
Task 1697,14.589,67.538
Task 1698,8.647,78.911
Task 1699,12.753,63.233
Task 1700,7.735,72.668
Task 1701,16.025,75.688
Task 1702,17.905,73.612
Task 1703,17.311,62.419
Task 1704,9.751,58.051
Task 1705,11.277,78.523
Task 1706,8.125,74.032
Task 1707,10.385,68.085
Task 1708,17.402,74.606
Task 1709,8.355,62.391
Task 1710,13.235,67.183
Task 1711,13.003,65.48
Task 1712,7.32,65.262
Task 1713,7.53,81.086
Task 1714,17.374,76.784
Task 1715,13.147,59.718
Task 1716,9.95,66.369
Task 1717,13.299,77.039
Task 1718,8.121,65.205
Task 1719,13.533,76.979
Task 1720,16.539,65.799
Task 1721,11.615,72.312
Task 1722,14.878,64.328
Task 1723,17.209,61.729
Task 1724,18.569,59.002
Task 1725,17.282,70.887
Task 1726,12.308,79.964
Task 1727,18.135,74.337
Task 1728,18.07,72.491
Task 1729,17.867,74.918
Task 1730,12.448,67.645
Task 1731,14.981,61.09
Task 1732,12.539,65.771
Task 1733,7.375,61.94
Task 1734,15.29,64.587
Task 1735,7.497,61.368
Task 1736,7.769,76.994
Task 1737,9.747,77.173
Task 1738,13.527,74.046
Task 1739,15.739,67.308
Task 1740,11.428,72.639
Task 1741,12.756,67.067
Task 1742,12.101,65.284
Task 1743,16.572,80.721
Task 1744,7.646,73.802
Task 1745,12.455,69.849
Task 1746,10.504,64.014
Task 1747,16.418,79.719
Task 1748,16.059,65.698
Task 1749,12.94,59.688
Task 1750,13.807,81.006
Task 1751,7.822,81.184
Task 1752,12.956,64.526
Task 1753,13.93,62.004
Task 1754,13.503,80.557
Task 1755,7.355,63.567
Task 1756,9.803,77.935
Task 1757,14.97,75.783
Task 1758,16.129,70.384
Task 1759,11.026,70.526
Task 1760,15.126,64.531
Task 1761,16.551,81.088
Task 1762,18.456,75.071
Task 1763,16.429,63.708
Task 1764,13.129,75.998
Task 1765,17.774,78.308
Task 1766,17.91,62.353
Task 1767,14.555,60.812
Task 1768,7.268,66.129
Task 1769,16.249,62.058
Task 1770,18.458,81.972
Task 1771,12.138,63.133
Task 1772,12.448,67.027
Task 1773,14.061,60.189
Task 1774,12.148,73.237
Task 1775,15.078,72.972
Task 1776,11.709,79.485
Task 1777,7.012,79.006
Task 1778,7.138,71.393
Task 1779,15.006,63.64
Task 1780,12.279,68.473
Task 1781,12.234,69.039
Task 1782,12.406,80.943
Task 1783,8.716,78.906
Task 1784,13.953,73.243
Task 1785,18.084,71.624
Task 1786,7.916,78.101
Task 1787,16.363,63.926
Task 1788,18.407,63.264
Task 1789,13.596,80.11
Task 1790,15.914,76.319
Task 1791,18.402,58.51
Task 1792,9.893,81.473
Task 1793,8.728,76.551
Task 1794,10.099,81.477
Task 1795,12.471,74.726
Task 1796,14.99,80.236
Task 1797,11.297,77.914
Task 1798,12.445,60.308
Task 1799,9.673,71.592
Task 1800,12.917,78.433
Task 1801,7.779,76.698
Task 1802,9.235,81.513
Task 1803,12.098,71.305
Task 1804,15.372,68.809
Task 1805,15.232,76.895
Task 1806,17.121,67.881
Task 1807,16.86,76.187
Task 1808,17.754,73.303
Task 1809,7.357,63.231
Task 1810,17.527,75.218
Task 1811,12.936,76.905
Task 1812,10.601,58.944
Task 1813,11.282,73.418
Task 1814,7.807,74.907
Task 1815,16.165,73.444
Task 1816,14.968,73.801
Task 1817,8.984,71.79
Task 1818,11.954,79.928
Task 1819,7.801,62.917
Task 1820,9.486,58.931
Task 1821,14.835,74.591
Task 1822,14.156,70.965
Task 1823,11.71,68.566
Task 1824,14.291,66.403
Task 1825,9.668,78.888
Task 1826,17.777,78.613
Task 1827,18.071,67.298
Task 1828,7.834,72.855
Task 1829,11.168,60.594
Task 1830,17.831,61.947
Task 1831,12.054,60.751
Task 1832,15.451,62.278
Task 1833,15.696,79.763
Task 1834,12.307,65.235
Task 1835,7.118,78.478
Task 1836,11.501,68.076
Task 1837,15.709,58.651
Task 1838,14.289,58.849
Task 1839,8.961,78.081
Task 1840,17.171,64.915
Task 1841,13.486,68.687
Task 1842,15.456,67.848
Task 1843,9.656,76.454
Task 1844,9.914,65.736
Task 1845,8.744,80.012
Task 1846,8.439,72.624
Task 1847,17.295,76.679
Task 1848,14.265,79.418
Task 1849,16.445,78.4
Task 1850,12.365,66.318
Task 1851,10.463,62.51
Task 1852,8.047,59.168
Task 1853,18.699,63.618
Task 1854,13.987,62.157
Task 1855,7.789,79.202
Task 1856,13.221,68.791
Task 1857,14.775,60.867
Task 1858,16.536,63.492
Task 1859,17.882,72.331
Task 1860,18.266,69.43
Task 1861,18.786,75.226
Task 1862,14.695,61.466
Task 1863,16.598,66.36
Task 1864,9.389,71.318
Task 1865,8.262,80.392
Task 1866,17.344,68.421
Task 1867,9.639,77.658
Task 1868,9.643,64.658
Task 1869,7.589,78.661
Task 1870,16.021,77.694
Task 1871,7.634,63.534
Task 1872,9.871,73.797
Task 1873,18.189,77.19
Task 1874,8.292,69.844
Task 1875,14.744,74.775
Task 1876,13.451,68.454
Task 1877,12.093,72.887
Task 1878,18.024,80.921
Task 1879,13.144,63.539
